,Kappa,model
0,0.9710417259491143,DT60_D4
1,0.9711886330214725,DT60_D4
2,0.971134511900319,DT60_D4
3,0.9710421348788304,DT60_D4
4,0.971176624137452,DT60_D4
5,0.9793386277472699,DT60_D12
6,0.9794206959593225,DT60_D12
7,0.9792621691545499,DT60_D12
8,0.979258744406309,DT60_D12
9,0.9798076102122162,DT60_D12
0,0.9736971789316982,MLP60_L6
1,0.9736031013946758,MLP60_L6
2,0.9735467941146211,MLP60_L6
3,0.9736736543936011,MLP60_L6
4,0.9737579181445131,MLP60_L6
5,0.9744736182869855,MLP60_L16
6,0.974544581314081,MLP60_L16
7,0.9741392734078678,MLP60_L16
8,0.974264678571165,MLP60_L16
9,0.9744164132357189,MLP60_L16
10,0.9741183461018044,MLP60_L26
11,0.9747765689086081,MLP60_L26
12,0.9746396277632468,MLP60_L26
13,0.9747259544623038,MLP60_L26
14,0.9746006191736429,MLP60_L26
15,0.9744926025713548,MLP60_L36
16,0.9746728441918323,MLP60_L36
17,0.9746858915968276,MLP60_L36
18,0.9747870539079105,MLP60_L36
19,0.9746709269221061,MLP60_L36
20,0.9747954087127779,MLP60_L46
21,0.9749468085158147,MLP60_L46
22,0.9747266072426167,MLP60_L46
23,0.9748638683160129,MLP60_L46
24,0.974758557230779,MLP60_L46
25,0.9747805891340544,MLP60_L56
26,0.9749044371362544,MLP60_L56
27,0.9746227709424409,MLP60_L56
28,0.9746130105057168,MLP60_L56
29,0.9748518169522186,MLP60_L56
0,0.9613381891456119,NB60_S1e-09
1,0.9612881250044483,NB60_S1e-09
2,0.9615182864043916,NB60_S1e-09
3,0.9611206132137486,NB60_S1e-09
4,0.9612038930349293,NB60_S1e-09
5,0.9637391381585103,NB60_S1e-08
6,0.96385342989136,NB60_S1e-08
7,0.9640230012501898,NB60_S1e-08
8,0.9638500334428582,NB60_S1e-08
9,0.9636801956609448,NB60_S1e-08
10,0.9545769049232651,NB60_S1e-07
11,0.9547987304561864,NB60_S1e-07
12,0.9550014145905646,NB60_S1e-07
13,0.9638923210920038,NB60_S1e-07
14,0.9547296216359803,NB60_S1e-07
15,0.9559861184041084,NB60_S1e-06
16,0.9560572130291067,NB60_S1e-06
17,0.9562249882795107,NB60_S1e-06
18,0.9560070407701207,NB60_S1e-06
19,0.9559569137697517,NB60_S1e-06
20,0.9559744364874526,NB60_S1e-05
21,0.9562201808651367,NB60_S1e-05
22,0.956257488964985,NB60_S1e-05
23,0.9561125322731377,NB60_S1e-05
24,0.9561129836211892,NB60_S1e-05
25,0.9562956410308736,NB60_S0.0001
26,0.9564926576516863,NB60_S0.0001
27,0.9566471787741341,NB60_S0.0001
28,0.9564112031469727,NB60_S0.0001
29,0.9563536933163868,NB60_S0.0001
0,0.9599315381933194,ET60_E2D8
1,0.9710292788906846,ET60_E2D8
2,0.9719482462674482,ET60_E2D8
3,0.9685794157655673,ET60_E2D8
4,0.9701916054060673,ET60_E2D8
15,0.974283857409419,ET60_E2D16
16,0.9751749248085839,ET60_E2D16
17,0.9761793388157344,ET60_E2D16
18,0.9762375907844739,ET60_E2D16
19,0.9744834676172629,ET60_E2D16
5,0.9692452694175997,ET60_E4D8
6,0.9705160369146387,ET60_E4D8
7,0.9718342749276897,ET60_E4D8
8,0.9703927411676615,ET60_E4D8
9,0.9688689110868289,ET60_E4D8
10,0.9681746060258664,ET60_E6D8
11,0.9709420225449116,ET60_E6D8
12,0.9702938348168508,ET60_E6D8
13,0.9708310800705188,ET60_E6D8
14,0.9694918577689807,ET60_E6D8
0,0.9745842521071144,RF60_E2D8
1,0.9749862316073069,RF60_E2D8
2,0.9740486821958038,RF60_E2D8
3,0.9739256267884646,RF60_E2D8
4,0.974100342172434,RF60_E2D8
5,0.9749670555273979,RF60_E4D8
6,0.9743913709023966,RF60_E4D8
7,0.9753756822075432,RF60_E4D8
8,0.9741868797648628,RF60_E4D8
9,0.9747396880898951,RF60_E4D8
10,0.9739548267882585,RF60_E6D8
11,0.9742708205509413,RF60_E6D8
12,0.9750136719521921,RF60_E6D8
13,0.974609495877281,RF60_E6D8
14,0.9747004644682818,RF60_E6D8
