Kappa,model
0.9679614858996027,E2D8
0.9703641845270683,E2D8
0.9698782851737962,E2D8
0.9609496813383657,E2D8
0.9710610941710057,E2D8
0.9691497942929513,E4D8
0.9701627281148298,E4D8
0.9702349596403713,E4D8
0.9700586654620579,E4D8
0.9709887906803943,E4D8
0.9690285079970627,E6D8
0.9703778848142492,E6D8
0.970743840104951,E6D8
0.970253568669036,E6D8
0.9714429042941227,E6D8
0.9753838161973658,E2D16
0.9699680466210335,E2D16
0.9675225875515323,E2D16
0.9727588619069075,E2D16
0.9757798235647726,E2D16
0.9752276442798327,E4D16
0.9753035417857269,E4D16
0.9750918565671104,E4D16
0.9751410986587176,E4D16
0.9749930041504489,E4D16
0.9752755229501447,E6D16
0.9756699093001513,E6D16
0.9752159492013032,E6D16
0.9753797978004303,E6D16
0.9751966475832721,E6D16
