Kappa,model
0.9745842521071144,E2D8
0.9749862316073069,E2D8
0.9740486821958038,E2D8
0.9739256267884646,E2D8
0.974100342172434,E2D8
0.9749670555273979,E4D8
0.9743913709023966,E4D8
0.9753756822075432,E4D8
0.9741868797648628,E4D8
0.9747396880898951,E4D8
0.9739548267882585,E6D8
0.9742708205509413,E6D8
0.9750136719521921,E6D8
0.974609495877281,E6D8
0.9747004644682818,E6D8
0.9826337795983618,E2D16
0.9827742982520916,E2D16
0.9825100088766482,E2D16
0.9822626932858045,E2D16
0.9815348309722965,E2D16
0.9827825320675964,E4D16
0.9827095838738015,E4D16
0.9833185460530434,E4D16
0.9824136319944725,E4D16
0.9821358934504703,E4D16
0.9822188569966692,E6D16
0.9823664905009245,E6D16
0.9831582448624586,E6D16
0.9820920701077317,E6D16
0.9819682074380035,E6D16
