Kappa,model
0.9699321735052422,E2D8
0.9719223540884021,E2D8
0.9730265727933709,E2D8
0.9644455059995941,E2D8
0.9738418555335633,E2D8
0.9720499696441898,E4D8
0.9727103117200199,E4D8
0.9746925284784973,E4D8
0.9715244247385252,E4D8
0.974866198865095,E4D8
0.9739866897849639,E6D8
0.975216892882312,E6D8
0.9749818935331226,E6D8
0.9749009198599797,E6D8
0.9749872967773244,E6D8
0.9783925289869008,E2D16
0.978090736430436,E2D16
0.9780426883562462,E2D16
0.9778297352551036,E2D16
0.9781674775225003,E2D16
0.9780294057330984,E4D16
0.9776200662972487,E4D16
0.9776653731068871,E4D16
0.9779334353356879,E4D16
0.9775319616375947,E4D16
0.9781236743232551,E6D16
0.9775019939200453,E6D16
0.9778528851397955,E6D16
0.9778721839177056,E6D16
0.9776005485734579,E6D16
