Kappa,model
0.9755063430934469,E2D8
0.975834767160723,E2D8
0.9753439925036776,E2D8
0.9755316452526045,E2D8
0.9755070250042138,E2D8
0.975942445179098,E4D8
0.9762394978552481,E4D8
0.9761692803950777,E4D8
0.9762191513029049,E4D8
0.9760079269890561,E4D8
0.9761525125800774,E6D8
0.9763820610203439,E6D8
0.9763878206250461,E6D8
0.9766486951403165,E6D8
0.9764326736212132,E6D8
0.9818742554347096,E2D16
0.9821244933361799,E2D16
0.9821136332791545,E2D16
0.9817943486027818,E2D16
0.9819799526495585,E2D16
0.9823228814241385,E4D16
0.9827076111404724,E4D16
0.9826921400359475,E4D16
0.9824728597851545,E4D16
0.9823589027185433,E4D16
0.9826350991523727,E6D16
0.9830770922673354,E6D16
0.9829967827414733,E6D16
0.9827613999939375,E6D16
0.9825906540781962,E6D16
