Kappa,model
0.9736971789316982,L6
0.9736031013946758,L6
0.9735467941146211,L6
0.9736736543936011,L6
0.9737579181445131,L6
0.9744736182869855,L16
0.974544581314081,L16
0.9741392734078678,L16
0.974264678571165,L16
0.9744164132357189,L16
0.9741183461018044,L26
0.9747765689086081,L26
0.9746396277632468,L26
0.9747259544623038,L26
0.9746006191736429,L26
0.9744926025713548,L36
0.9746728441918323,L36
0.9746858915968276,L36
0.9747870539079105,L36
0.9746709269221061,L36
0.9747954087127779,L46
0.9749468085158147,L46
0.9747266072426167,L46
0.9748638683160129,L46
0.974758557230779,L46
0.9747805891340544,L56
0.9749044371362544,L56
0.9746227709424409,L56
0.9746130105057168,L56
0.9748518169522186,L56
