Kappa,model
0.9747959877195365,E2D8
0.9749817661458562,E2D8
0.9747908086251648,E2D8
0.9749330065014291,E2D8
0.9749343931933329,E2D8
0.9751011123399103,E4D8
0.975118238170166,E4D8
0.9749636791972957,E4D8
0.9750774469193161,E4D8
0.9751125595830239,E4D8
0.9750818442601221,E6D8
0.9751781027195481,E6D8
0.9749968801456319,E6D8
0.9751152305074074,E6D8
0.9751339381859103,E6D8
0.9768225221703283,E2D16
0.9768200802680123,E2D16
0.9765260593157744,E2D16
0.9768181804527524,E2D16
0.97691256341605,E2D16
0.976954497358629,E4D16
0.9770484873769691,E4D16
0.9767444673183926,E4D16
0.9769536645380653,E4D16
0.9770096560454815,E4D16
0.9770919839621471,E6D16
0.9771649867458009,E6D16
0.9767385295283322,E6D16
0.9769211042085019,E6D16
0.9770715147201642,E6D16
