Kappa,model
0.9734095842728098,E2D8
0.9735076561260271,E2D8
0.9734108524670979,E2D8
0.9735939989817151,E2D8
0.9735292715400098,E2D8
0.9735335042472834,E4D8
0.9736557338771964,E4D8
0.9734382231989165,E4D8
0.9735630701181038,E4D8
0.9735606620096678,E4D8
0.9735566977924321,E6D8
0.973685258855558,E6D8
0.9734456316169354,E6D8
0.9736208636254174,E6D8
0.9735686509145757,E6D8
0.9742593456605002,E2D16
0.9743635013573526,E2D16
0.9740637978408861,E2D16
0.9743989859962923,E2D16
0.974205576367389,E2D16
0.9742850288816046,E4D16
0.9744084172476475,E4D16
0.9740777105630323,E4D16
0.9744094322241055,E4D16
0.9742371548375239,E4D16
0.974328003766085,E6D16
0.9744499357211315,E6D16
0.9741603211319236,E6D16
0.9744645544847016,E6D16
0.974274381676848,E6D16
