Kappa,model
0.9702692027042561,E2D8
0.9702894308396027,E2D8
0.9700650264706737,E2D8
0.9700028084463796,E2D8
0.9699041657577563,E2D8
0.9693481985534759,E4D8
0.9680945333916169,E4D8
0.9673444114887647,E4D8
0.9705228050365716,E4D8
0.969946402814916,E4D8
0.967558325717714,E6D8
0.9680769483861491,E6D8
0.9674459151733141,E6D8
0.9678710959710733,E6D8
0.9674151986667823,E6D8
0.9740675216328838,E2D16
0.9747311195373534,E2D16
0.9744084265496258,E2D16
0.9750192456181703,E2D16
0.9738511890874965,E2D16
0.9754517588340452,E4D16
0.9743954849703617,E4D16
0.974464338242088,E4D16
0.9749323307873804,E4D16
0.97390106701881,E4D16
0.9741769012591479,E6D16
0.9743727592935076,E6D16
0.9739579724974925,E6D16
0.9748123611751249,E6D16
0.9734622607581178,E6D16
