E2D8,E4D8,E6D8,E2D16,E4D16,E6D16
0.9702692027042561,0.9693481985534759,0.967558325717714,0.9740675216328838,0.9754517588340452,0.9741769012591479
0.9702894308396027,0.9680945333916169,0.9680769483861491,0.9747311195373534,0.9743954849703617,0.9743727592935076
0.9700650264706737,0.9673444114887647,0.9674459151733141,0.9744084265496258,0.974464338242088,0.9739579724974925
0.9700028084463796,0.9705228050365716,0.9678710959710733,0.9750192456181703,0.9749323307873804,0.9748123611751249
0.9699041657577563,0.969946402814916,0.9674151986667823,0.9738511890874965,0.97390106701881,0.9734622607581178
