D4,D12,D20,D28,D36,D42
0.9710417259491143,0.9764788142117626,0.98100652124476,0.9866842507064703,0.9891966890852857,0.9900373561271681
0.9711886330214725,0.9766398867174703,0.981310520676306,0.9861384008081555,0.9887265552767917,0.989583427668475
0.971134511900319,0.9765170442174397,0.9809560286709482,0.98638868159214,0.9888722226517385,0.9897811091135824
0.9710421348788304,0.976541346132049,0.9808560426494293,0.9857868889678788,0.9883108186822323,0.9891819247617029
0.971176624137452,0.9766937938398088,0.9810735218640428,0.9857941240967246,0.9881241577276229,0.989113153035913
