D4,D12,D20,D28,D36,D42
0.9794454868306877,0.9867664263734808,0.9914474120147327,0.9965641431608847,0.9986419595213238,0.9991784282361446
0.9795117044006705,0.9864071339218422,0.9918730476727915,0.9967157998000078,0.9986352328411984,0.9992157214032958
0.9794364927893386,0.9868004016859026,0.9916872324404451,0.9966110877152914,0.9989333954980474,0.9992806679334829
0.9796188609472618,0.9869762260706272,0.9918006556881878,0.9965066364665375,0.9986331003226936,0.9991748343948953
0.9793963294691941,0.986712111804439,0.9916046788767502,0.9964632641038682,0.9986318220931657,0.9992034920145597
