L6,L16,L26,L36,L46,L56
0.9736971789316982,0.9744736182869855,0.9741183461018044,0.9744926025713548,0.9747954087127779,0.9747805891340544
0.9736031013946758,0.974544581314081,0.9747765689086081,0.9746728441918323,0.9749468085158147,0.9749044371362544
0.9735467941146211,0.9741392734078678,0.9746396277632468,0.9746858915968276,0.9747266072426167,0.9746227709424409
0.9736736543936011,0.974264678571165,0.9747259544623038,0.9747870539079105,0.9748638683160129,0.9746130105057168
0.9737579181445131,0.9744164132357189,0.9746006191736429,0.9746709269221061,0.974758557230779,0.9748518169522186
