S1e-09,S1e-08,S1e-07,S1e-06,S1e-05,S0.0001
0.9612273824910916,0.9544574568142621,0.9548777373958304,0.9555839153174516,0.9555976817023895,0.955665747517689
0.9613690516861447,0.9546250498698545,0.9550945622032622,0.9557745887184499,0.9557902755658755,0.9558575320023467
0.9613614411636657,0.9546661608866631,0.9550902824072132,0.9557214058942852,0.9557343323130281,0.9558007140114126
0.9613565382427497,0.9547033806817566,0.9551243526411907,0.9557791295112689,0.9557924118937818,0.9558580030212618
0.9613863280182652,0.9546881875605825,0.9551801286404025,0.9558165633968305,0.9558291082631244,0.9558941064528041
