,Kappa,model
0,0.701796951263544,DT20_D4
1,0.7015378775780088,DT20_D4
2,0.7019594246554519,DT20_D4
3,0.7030395749962008,DT20_D4
4,0.7028036262461923,DT20_D4
5,0.845569641520554,DT20_D12
6,0.845557606914483,DT20_D12
7,0.8460765509152893,DT20_D12
8,0.8467814222277499,DT20_D12
9,0.8454509280756118,DT20_D12
0,0.7060381320179429,MLP20_L6
1,0.6825053560359389,MLP20_L6
2,0.6887810794802727,MLP20_L6
3,0.6759998733588908,MLP20_L6
4,0.6774636848837989,MLP20_L6
5,0.7514981169906341,MLP20_L16
6,0.7471954802124998,MLP20_L16
7,0.7445694690024658,MLP20_L16
8,0.7405541831289169,MLP20_L16
9,0.7725298568535903,MLP20_L16
10,0.7804616429716031,MLP20_L26
11,0.78087769371761,MLP20_L26
12,0.7828584596897148,MLP20_L26
13,0.7681936147237316,MLP20_L26
14,0.7818941762583048,MLP20_L26
15,0.7832406104056917,MLP20_L36
16,0.7895154038198545,MLP20_L36
17,0.804050760707205,MLP20_L36
18,0.7764696940837267,MLP20_L36
19,0.823502848973683,MLP20_L36
20,0.8165514196655881,MLP20_L46
21,0.8058662108952863,MLP20_L46
22,0.8199059064492823,MLP20_L46
23,0.8024089580923798,MLP20_L46
24,0.8041691909955211,MLP20_L46
25,0.8247022624985043,MLP20_L56
26,0.8231221034305033,MLP20_L56
27,0.8062530998812854,MLP20_L56
28,0.815100827660159,MLP20_L56
29,0.8097974643238821,MLP20_L56
0,0.3141457818013009,NB20_S1e-09
1,0.3144450104418618,NB20_S1e-09
2,0.31340756050465823,NB20_S1e-09
3,0.3150043663004187,NB20_S1e-09
4,0.31544509020383393,NB20_S1e-09
5,0.3141457818013009,NB20_S1e-08
6,0.3144449013029469,NB20_S1e-08
7,0.31340756050465823,NB20_S1e-08
8,0.3150043663004187,NB20_S1e-08
9,0.31544498254186837,NB20_S1e-08
10,0.3141457818013009,NB20_S1e-07
11,0.3144449013029469,NB20_S1e-07
12,0.31340756050465823,NB20_S1e-07
13,0.3150043663004187,NB20_S1e-07
14,0.31544498254186837,NB20_S1e-07
15,0.3144097081708267,NB20_S1e-06
16,0.31481557214591516,NB20_S1e-06
17,0.3137816708294129,NB20_S1e-06
18,0.3153073026821591,NB20_S1e-06
19,0.31579818245136027,NB20_S1e-06
20,0.31652944907968306,NB20_S1e-05
21,0.31680472314132446,NB20_S1e-05
22,0.31583168690865204,NB20_S1e-05
23,0.3171483200788948,NB20_S1e-05
24,0.31782195749484277,NB20_S1e-05
25,0.31093723028086284,NB20_S0.0001
26,0.3110305654108455,NB20_S0.0001
27,0.3106448433438337,NB20_S0.0001
28,0.31202388835117234,NB20_S0.0001
29,0.31236679747287355,NB20_S0.0001
0,0.4602837802641139,ET20_E2D8
1,0.6614673185796445,ET20_E2D8
2,0.4393361213339607,ET20_E2D8
3,0.4563945580840184,ET20_E2D8
4,0.4360424984553102,ET20_E2D8
15,0.7405834553321788,ET20_E2D16
16,0.7994644129738824,ET20_E2D16
17,0.7181909594501065,ET20_E2D16
18,0.7424244715913901,ET20_E2D16
19,0.7840150698222197,ET20_E2D16
5,0.6735104315387732,ET20_E4D8
6,0.6554114228955961,ET20_E4D8
7,0.6450488934127767,ET20_E4D8
8,0.44315924774456283,ET20_E4D8
9,0.43724619126122266,ET20_E4D8
10,0.6716075578550922,ET20_E6D8
11,0.6582997392736176,ET20_E6D8
12,0.6461242630868322,ET20_E6D8
13,0.44517489596484705,ET20_E6D8
14,0.4458856548763225,ET20_E6D8
20,0.7501421785686064,ET20_E4D16
21,0.7624924000704392,ET20_E4D16
22,0.7536710399113622,ET20_E4D16
23,0.7384352732303379,ET20_E4D16
24,0.7995026526373152,ET20_E4D16
0,0.7858007374727155,RF20_E2D8
1,0.7789327461957027,RF20_E2D8
2,0.7636997531706573,RF20_E2D8
3,0.7552877245796996,RF20_E2D8
4,0.7718124343931199,RF20_E2D8
5,0.8029157519722518,RF20_E4D8
6,0.8172906506649138,RF20_E4D8
7,0.7813886634890952,RF20_E4D8
8,0.776108210241085,RF20_E4D8
9,0.7704903032787096,RF20_E4D8
10,0.8063849572754538,RF20_E6D8
11,0.8059890265170513,RF20_E6D8
12,0.7824233563863758,RF20_E6D8
13,0.7752198812961777,RF20_E6D8
14,0.8028827319256183,RF20_E6D8
