Kappa,model
0.9456901526060921,E2D8
0.9459927495004601,E2D8
0.9457664388484134,E2D8
0.9464145617455078,E2D8
0.9456804187988491,E2D8
0.9481037071822335,E4D8
0.9488900585221399,E4D8
0.9481644095294216,E4D8
0.9485434441625848,E4D8
0.9479830266806182,E4D8
0.9491116842279307,E6D8
0.9503316315195236,E6D8
0.9488926604760602,E6D8
0.9504784892823385,E6D8
0.9489315063847901,E6D8
0.9598783601256194,E2D16
0.960121456230293,E2D16
0.9596013696450727,E2D16
0.9599150944784849,E2D16
0.9596609883342974,E2D16
0.9604895797224429,E4D16
0.9607830737696859,E4D16
0.9603451674016116,E4D16
0.960488388744025,E4D16
0.9603828711461685,E4D16
0.9608131231825374,E6D16
0.9611320262470575,E6D16
0.9606764372540649,E6D16
0.9608173866018892,E6D16
0.9606837185691931,E6D16
