Kappa,model
0.7099347891555969,D4
0.7105911244275824,D4
0.7106670587174807,D4
0.7111613887808534,D4
0.7108030546183179,D4
0.8695493009797639,D12
0.8696197426022542,D12
0.8702099650188205,D12
0.8701832324229957,D12
0.8695099834550389,D12
0.8789180006104433,D20
0.8789764383299034,D20
0.8792488364693389,D20
0.879365198714525,D20
0.8786669941592855,D20
0.8791840519020899,D28
0.8793052544642033,D28
0.8797019834928207,D28
0.879624587263748,D28
0.8790546066807775,D28
0.8791511869482387,D36
0.8792678295677353,D36
0.8796865948673676,D36
0.8795785320190581,D36
0.8789952186046408,D36
0.8791516406305792,D42
0.879295206026557,D42
0.8796713217196159,D42
0.8795719620453002,D42
0.878965145678661,D42
