Kappa,model
0.7858007374727155,E2D8
0.7789327461957027,E2D8
0.7636997531706573,E2D8
0.7552877245796996,E2D8
0.7718124343931199,E2D8
0.8029157519722518,E4D8
0.8172906506649138,E4D8
0.7813886634890952,E4D8
0.776108210241085,E4D8
0.7704903032787096,E4D8
0.8063849572754538,E6D8
0.8059890265170513,E6D8
0.7824233563863758,E6D8
0.7752198812961777,E6D8
0.8028827319256183,E6D8
0.8478702507814495,E2D16
0.8462771954459462,E2D16
0.8472307062293291,E2D16
0.847770279917727,E2D16
0.8473703941842828,E2D16
0.8480471371102098,E4D16
0.8473459468758846,E4D16
0.8481427146885998,E4D16
0.8479109644818537,E4D16
0.8473995064820062,E4D16
0.8479022745464945,E6D16
0.8466285754549635,E6D16
0.8481364401650626,E6D16
0.8479225630359353,E6D16
0.8472169252576998,E6D16
