Kappa,model
0.5930474913879706,E2D8
0.5487033138004898,E2D8
0.5771057023312203,E2D8
0.5614407630501415,E2D8
0.5528618526346326,E2D8
0.5788233919234598,E4D8
0.5908210204749512,E4D8
0.5949453738179882,E4D8
0.5931955635207042,E4D8
0.5772404047566482,E4D8
0.5739234699381515,E6D8
0.5870530756094023,E6D8
0.6034877381020816,E6D8
0.5856942783839145,E6D8
0.6029910634084179,E6D8
0.6946836587870162,E2D16
0.681935208566562,E2D16
0.852730109859333,E2D16
0.8306038167318319,E2D16
0.8449425688122437,E2D16
0.8001850919230443,E4D16
0.8534900466374352,E4D16
0.8521132025789218,E4D16
0.8823731325342055,E4D16
0.8646671595154012,E4D16
0.8156643669649144,E6D16
0.7302924731379763,E6D16
0.702104167250643,E6D16
0.8823999885910859,E6D16
0.7127232955517198,E6D16
