Kappa,model
0.701796951263544,D4
0.7015378775780088,D4
0.7019594246554519,D4
0.7030395749962008,D4
0.7028036262461923,D4
0.845569641520554,D12
0.845557606914483,D12
0.8460765509152893,D12
0.8467814222277499,D12
0.8454509280756118,D12
0.8513985685634378,D20
0.8512695236693344,D20
0.8518298583602747,D20
0.8524669024005862,D20
0.8512078377769314,D20
0.8515415301872629,D28
0.8513445624460132,D28
0.8519159125470116,D28
0.8525640302469228,D28
0.8513501697984382,D28
0.8515478448679867,D36
0.8513355882318921,D36
0.85190713818153,D36
0.852568052186532,D36
0.8513428576794848,D36
0.8515379302215078,D42
0.8513357229630536,D42
0.8519124070852588,D42
0.8525705108319253,D42
0.851341385012341,D42
