Kappa,model
0.8409139306199465,E2D8
0.8405753835922658,E2D8
0.8414613499780164,E2D8
0.8421604817568383,E2D8
0.8393028645571176,E2D8
0.8416021559553949,E4D8
0.8413035196050492,E4D8
0.8418155196391645,E4D8
0.8424637260738159,E4D8
0.8406855218335877,E4D8
0.8418327576872888,E6D8
0.841433450816212,E6D8
0.8420674995658278,E6D8
0.8427510549010186,E6D8
0.8414097182407003,E6D8
0.8442669215788552,E2D16
0.8439116921635836,E2D16
0.8445176967679653,E2D16
0.8453175444591706,E2D16
0.8445699729401799,E2D16
0.8443088137065166,E4D16
0.8439702337890826,E4D16
0.8445874144722937,E4D16
0.8453754278310088,E4D16
0.8446359346136924,E4D16
0.8443683276735707,E6D16
0.8439953650179347,E6D16
0.8446163862292954,E6D16
0.8454031714658143,E6D16
0.8446400472485306,E6D16
