Kappa,model
0.7985863258300461,E2D8
0.8189813212595675,E2D8
0.8209297082172844,E2D8
0.8121094385679349,E2D8
0.813315900565671,E2D8
0.8100678736420077,E4D8
0.8271398828189809,E4D8
0.8267881803028576,E4D8
0.8245524412993336,E4D8
0.810085189794916,E4D8
0.8136088406944273,E6D8
0.830927036402961,E6D8
0.8344438839650494,E6D8
0.8265306531036138,E6D8
0.8150026734631457,E6D8
0.8659129435869212,E2D16
0.8660153952289245,E2D16
0.8696166061464035,E2D16
0.8682104998228934,E2D16
0.8682830053004964,E2D16
0.8703197660549686,E4D16
0.8684607113603994,E4D16
0.8707600115764983,E4D16
0.870852878780727,E4D16
0.8671483228333217,E4D16
0.8696131085316332,E6D16
0.8689077889131671,E6D16
0.8725896105534643,E6D16
0.8706331838487648,E6D16
0.8672227612952107,E6D16
